as_of_date,instrument_id,side,category,product_type,segment_id,bucket_type,tenor_days,weight,ticket_balance,ftp_rate_pct,position_rate_pct,ftp_spread_pct,ftp_charge
2025-11-21,D0072,liability,deposit,deposit,unassigned,match_funded,1,1.0,-195864.64,5.3,1.6,3.7,-20.13
2025-11-21,D0075,liability,deposit,deposit,unassigned,match_funded,892,1.0,-255523.03,4.2306,2.98,1.2506,-7917.63
2025-11-21,D0076,liability,deposit,deposit,unassigned,match_funded,1,1.0,-127802.06,5.3,0.46,4.84,-17.18
2025-11-21,D0077,liability,deposit,deposit,td_corp,match_funded,763,1.0,-175847.71,4.3201,1.33,2.9901,-11144.23
2025-11-21,D0079,liability,deposit,deposit,unassigned,match_funded,487,1.0,-178602.82,4.5442,2.47,2.0742,-5011.39
2025-11-21,D0080,liability,deposit,deposit,unassigned,match_funded,1,1.0,-256869.94,5.3,1.83,3.47,-24.76
2025-11-21,D0081,liability,deposit,deposit,unassigned,match_funded,350,1.0,-267979.79,4.6639,2.25,2.4139,-6289.05
2025-11-21,D0084,liability,deposit,deposit,unassigned,match_funded,1,1.0,-121479.23,5.3,2.61,2.69,-9.08
2025-11-21,D0085,liability,deposit,deposit,td_corp,match_funded,1070,1.0,-211420.21,4.1069,2.23,1.8769,-11794.49
2025-11-21,D0088,liability,deposit,deposit,unassigned,match_funded,1,1.0,-172871.86,5.3,1.83,3.47,-16.66
2025-11-21,D0089,liability,deposit,deposit,unassigned,match_funded,419,1.0,-147767.26,4.6008,0.75,3.8508,-6622.84
2025-11-21,D0090,liability,deposit,deposit,unassigned,match_funded,1,1.0,-245038.63,5.3,1.45,3.85,-26.21
2025-11-21,D0091,liability,deposit,deposit,td_corp,match_funded,915,1.0,-276230.35,4.2146,1.94,2.2746,-15969.52
2025-11-21,D0092,liability,deposit,deposit,unassigned,match_funded,391,1.0,-221013.49,4.6242,3.22,1.4042,-3370.63
2025-11-21,D0094,liability,deposit,deposit,unassigned,match_funded,1,1.0,-148528.63,5.3,1.39,3.91,-16.13
2025-11-21,D0095,liability,deposit,deposit,td_corp,match_funded,671,1.0,-271995.52,4.3908,2.95,1.4408,-7304.58
2025-11-21,D0096,liability,deposit,deposit,unassigned,match_funded,458,1.0,-134492.32,4.5683,0.76,3.8083,-6516.22
2025-11-21,D0097,liability,deposit,deposit,unassigned,match_funded,300,1.0,-131428.87,4.7333,1.21,3.5233,-3858.9
2025-11-21,D0098,liability,deposit,deposit,unassigned,match_funded,689,1.0,-241720.06,4.3758,1.9,2.4758,-11453.83
2025-11-21,D0099,liability,deposit,deposit,td_corp,match_funded,883,1.0,-172935.09,4.2368,1.68,2.5568,-10845.24
2025-11-21,D0100,liability,deposit,deposit,unassigned,match_funded,1,1.0,-187084.36,5.3,3.07,2.23,-11.59
2025-11-21,D0101,liability,deposit,deposit,unassigned,match_funded,1,1.0,-252818.66,5.3,2.39,2.91,-20.44
2025-11-21,D0102,liability,deposit,deposit,td_corp,match_funded,488,1.0,-154079.37,4.5433,2.59,1.9533,-4079.79
2025-11-21,D0103,liability,deposit,deposit,unassigned,match_funded,618,1.0,-226201.27,4.435,0.83,3.605,-13998.65
2025-11-21,D0104,liability,deposit,deposit,unassigned,match_funded,669,1.0,-154148.55,4.3925,1.36,3.0325,-8686.88
2025-11-21,D0110,liability,deposit,deposit,td_corp,match_funded,1001,1.0,-262995.07,4.1549,2.16,1.9949,-14587.87
2025-11-21,D0111,liability,deposit,deposit,unassigned,match_funded,1,1.0,-268221.49,5.3,0.4,4.9,-36.51
2025-11-21,D0113,liability,deposit,deposit,unassigned,match_funded,1,1.0,-219350.7,5.3,2.81,2.49,-15.17
2025-11-21,D0114,liability,deposit,deposit,unassigned,match_funded,44,1.0,-143331.11,5.165,1.88,3.285,-575.47
2025-11-21,D0115,liability,deposit,deposit,unassigned,match_funded,465,1.0,-180243.96,4.5625,2.2,2.3625,-5500.26
2025-11-21,D0116,liability,deposit,deposit,unassigned,match_funded,920,1.0,-226482.82,4.2111,1.88,2.3311,-13492.22
2025-11-21,D0119,liability,deposit,deposit,unassigned,match_funded,158,1.0,-152544.49,4.9367,0.02,4.9167,-3291.71
2025-11-21,D0120,liability,deposit,deposit,unassigned,match_funded,761,1.0,-179177.95,4.3215,2.97,1.3515,-5119.08
2025-11-21,D0121,liability,deposit,deposit,unassigned,match_funded,1,1.0,-152860.85,5.3,1.05,4.25,-18.05
2025-11-21,D0122,liability,deposit,deposit,unassigned,match_funded,633,1.0,-225012.99,4.4225,2.79,1.6325,-6458.95
2025-11-21,D0123,liability,deposit,deposit,unassigned,match_funded,1,1.0,-121951.84,5.3,3.1,2.2,-7.45
2025-11-21,D0125,liability,deposit,deposit,td_corp,match_funded,140,1.0,-111238.99,4.9667,0.4,4.5667,-1975.52
2025-11-21,D0126,liability,deposit,deposit,unassigned,match_funded,1,1.0,-174673.02,5.3,0.26,5.04,-24.45
2025-11-21,D0127,liability,deposit,deposit,unassigned,match_funded,612,1.0,-166562.63,4.44,0.82,3.62,-10250.26
2025-11-21,D0128,liability,deposit,deposit,unassigned,match_funded,701,1.0,-179351.1,4.3658,1.7,2.6658,-9310.06
2025-11-21,D0129,liability,deposit,deposit,unassigned,match_funded,1,1.0,-261523.55,5.3,2.04,3.26,-23.68
2025-11-21,D0130,liability,deposit,deposit,unassigned,match_funded,1,1.0,-185534.96,5.3,0.97,4.33,-22.32
2025-11-21,D0131,liability,deposit,deposit,unassigned,match_funded,1,1.0,-208342.39,5.3,0.62,4.68,-27.08
2025-11-21,D0132,liability,deposit,deposit,td_corp,match_funded,1067,1.0,-140445.71,4.109,3.12,0.989,-4116.98
2025-11-21,D0135,liability,deposit,deposit,unassigned,match_funded,1,1.0,-122311.66,5.3,2.39,2.91,-9.89
2025-11-21,D0136,liability,deposit,deposit,unassigned,match_funded,1,1.0,-215795.19,5.3,1.69,3.61,-21.64
2025-11-21,D0137,liability,deposit,deposit,unassigned,match_funded,1,1.0,-111552.75,5.3,1.81,3.49,-10.81
2025-11-21,D0138,liability,deposit,deposit,td_corp,match_funded,589,1.0,-148255.69,4.4592,2.22,2.2392,-5431.38
2025-11-21,D0139,liability,deposit,deposit,unassigned,match_funded,800,1.0,-276718.36,4.2944,2.0,2.2944,-14109.22
2025-11-21,D0140,liability,deposit,deposit,unassigned,match_funded,188,1.0,-281461.99,4.8889,2.29,2.5989,-3820.0
2025-11-21,D0142,liability,deposit,deposit,unassigned,match_funded,1,1.0,-161113.09,5.3,0.27,5.03,-22.51
2025-11-21,D0144,liability,deposit,deposit,unassigned,match_funded,1,1.0,-248462.88,5.3,0.45,4.85,-33.47
2025-11-21,D0145,liability,deposit,deposit,td_corp,match_funded,67,1.0,-186027.79,5.1075,2.1,3.0075,-1041.25
2025-11-21,D0146,liability,deposit,deposit,unassigned,match_funded,1,1.0,-182157.06,5.3,3.32,1.98,-10.02
2025-11-21,D0147,liability,deposit,deposit,unassigned,match_funded,1,1.0,-225459.16,5.3,0.64,4.66,-29.18
2025-11-21,D0148,liability,deposit,deposit,unassigned,match_funded,1,1.0,-206761.07,5.3,1.35,3.95,-22.69
2025-11-21,D0149,liability,deposit,deposit,unassigned,match_funded,108,1.0,-136794.52,5.02,1.67,3.35,-1374.78
2025-11-21,D0150,liability,deposit,deposit,unassigned,match_funded,295,1.0,-124239.09,4.7403,1.69,3.0503,-3105.4
2025-11-21,D0151,liability,deposit,deposit,unassigned,match_funded,912,1.0,-123407.52,4.2167,2.37,1.8467,-5773.28
2025-11-21,D0152,liability,deposit,deposit,unassigned,match_funded,1,1.0,-276417.68,5.3,2.44,2.86,-21.96
2025-11-21,D0154,liability,deposit,deposit,unassigned,match_funded,43,1.0,-137284.62,5.1675,0.02,5.1475,-844.08
2025-11-21,D0155,liability,deposit,deposit,unassigned,match_funded,449,1.0,-168430.52,4.5758,0.03,4.5458,-9549.45
2025-11-21,D0156,liability,deposit,deposit,unassigned,match_funded,1,1.0,-215626.83,5.3,1.27,4.03,-24.14
2025-11-21,D0157,liability,deposit,deposit,td_corp,match_funded,875,1.0,-247756.65,4.2424,2.64,1.6024,-9649.2
2025-11-21,D0159,liability,deposit,deposit,unassigned,match_funded,1,1.0,-225934.83,5.3,0.8,4.5,-28.24
2025-11-21,D0161,liability,deposit,deposit,unassigned,match_funded,1,1.0,-188555.99,5.3,2.13,3.17,-16.6
2025-11-21,D0162,liability,deposit,deposit,td_corp,match_funded,442,1.0,-282324.9,4.5817,1.54,3.0417,-10543.4
2025-11-21,D0163,liability,deposit,deposit,unassigned,match_funded,1074,1.0,-152416.6,4.1042,0.68,3.4242,-15570.01
2025-11-21,D0165,liability,deposit,deposit,td_corp,match_funded,439,1.0,-277090.66,4.5842,1.38,3.2042,-10826.77
2025-11-21,D0166,liability,deposit,deposit,td_corp,match_funded,213,1.0,-130125.66,4.8542,0.24,4.6142,-3552.49
2025-11-21,D0168,liability,deposit,deposit,td_corp,match_funded,247,1.0,-119046.97,4.8069,1.42,3.3869,-2766.44
2025-11-21,D0169,liability,deposit,deposit,td_corp,match_funded,268,1.0,-230101.3,4.7778,1.19,3.5878,-6145.78
2025-11-21,D0170,liability,deposit,deposit,unassigned,match_funded,1,1.0,-228642.4,5.3,0.88,4.42,-28.07
2025-11-21,D0172,liability,deposit,deposit,unassigned,match_funded,48,1.0,-111347.66,5.155,1.81,3.345,-496.61
2025-11-21,D0173,liability,deposit,deposit,unassigned,match_funded,846,1.0,-133983.2,4.2625,1.01,3.2525,-10240.84
2025-11-21,D0175,liability,deposit,deposit,unassigned,match_funded,509,1.0,-199265.54,4.5258,2.58,1.9458,-5482.18
2025-11-21,D0176,liability,deposit,deposit,unassigned,match_funded,540,1.0,-172057.18,4.5,0.8,3.7,-9549.17
2025-11-21,D0177,liability,deposit,deposit,unassigned,match_funded,189,1.0,-203047.6,4.8875,0.37,4.5175,-4815.65
2025-11-21,D0180,liability,deposit,deposit,unassigned,match_funded,1,1.0,-176630.62,5.3,0.11,5.19,-25.46
2025-11-21,D0181,liability,deposit,deposit,unassigned,match_funded,806,1.0,-245312.62,4.2903,2.36,1.9303,-10601.62
2025-11-21,D0184,liability,deposit,deposit,unassigned,match_funded,511,1.0,-130501.89,4.5242,2.52,2.0042,-3712.52
2025-11-21,D0185,liability,deposit,deposit,unassigned,match_funded,1,1.0,-272596.09,5.3,0.51,4.79,-36.27
2025-11-21,D0187,liability,deposit,deposit,unassigned,match_funded,1004,1.0,-187072.69,4.1528,2.85,1.3028,-6796.92
2025-11-21,D0192,liability,deposit,deposit,unassigned,match_funded,1,1.0,-199217.32,5.3,2.05,3.25,-17.98
2025-11-21,D0195,liability,deposit,deposit,unassigned,match_funded,936,1.0,-265228.65,4.2,2.58,1.62,-11171.43
2025-11-21,D0196,liability,deposit,deposit,unassigned,match_funded,1,1.0,-139375.44,5.3,2.93,2.37,-9.18
2025-11-21,D0197,liability,deposit,deposit,unassigned,match_funded,305,1.0,-137635.9,4.7264,1.92,2.8064,-3272.48
2025-11-21,D0198,liability,deposit,deposit,td_corp,match_funded,919,1.0,-249593.14,4.2118,2.09,2.1218,-13519.21
2025-11-21,D0202,liability,deposit,deposit,unassigned,match_funded,1,1.0,-243677.58,5.3,0.87,4.43,-29.99
2025-11-21,D0203,liability,deposit,deposit,td_corp,match_funded,612,1.0,-109512.7,4.44,2.4,2.04,-3797.9
2025-11-21,D0205,liability,deposit,deposit,unassigned,match_funded,1,1.0,-111279.17,5.3,1.12,4.18,-12.92
2025-11-21,D0208,liability,deposit,deposit,unassigned,match_funded,278,1.0,-276290.77,4.7639,2.9,1.8639,-3976.75
2025-11-21,D0209,liability,deposit,deposit,unassigned,match_funded,535,1.0,-141570.82,4.5042,3.41,1.0942,-2302.02
2025-11-21,D0210,liability,deposit,deposit,unassigned,match_funded,221,1.0,-283581.5,4.8431,2.57,2.2731,-3957.11
2025-11-21,D0213,liability,deposit,deposit,unassigned,match_funded,594,1.0,-238814.28,4.455,0.59,3.865,-15229.78
2025-11-21,D0214,liability,deposit,deposit,td_corp,match_funded,115,1.0,-228215.48,5.0083,0.03,4.9783,-3629.31
2025-11-21,D0215,liability,deposit,deposit,unassigned,match_funded,1,1.0,-149850.01,5.3,2.41,2.89,-12.03
2025-11-21,D0216,liability,deposit,deposit,unassigned,match_funded,344,1.0,-154166.03,4.6722,0.21,4.4622,-6573.49
2025-11-21,D0217,liability,deposit,deposit,td_corp,match_funded,677,1.0,-275496.23,4.3858,1.71,2.6758,-13863.12
2025-11-21,D0218,liability,deposit,deposit,unassigned,match_funded,927,1.0,-167191.91,4.2062,1.22,2.9863,-12856.38
2025-11-21,D0219,liability,deposit,deposit,unassigned,match_funded,1,1.0,-259165.19,5.3,1.32,3.98,-28.65
2025-11-21,D0220,liability,deposit,deposit,unassigned,match_funded,1,1.0,-212918.64,5.3,0.65,4.65,-27.5
2025-11-21,D0221,liability,deposit,deposit,unassigned,match_funded,568,1.0,-130746.19,4.4767,1.57,2.9067,-5996.12
2025-11-21,D0222,liability,deposit,deposit,unassigned,match_funded,1,1.0,-231418.23,5.3,2.72,2.58,-16.58
2025-11-21,D0224,liability,deposit,deposit,unassigned,match_funded,1,1.0,-149608.25,5.3,0.34,4.96,-20.61
2025-11-21,D0225,liability,deposit,deposit,td_corp,match_funded,824,1.0,-202784.31,4.2778,2.25,2.0278,-9411.95
2025-11-21,D0227,liability,deposit,deposit,unassigned,match_funded,1,1.0,-181911.24,5.3,1.64,3.66,-18.49
2025-11-21,D0228,liability,deposit,deposit,unassigned,match_funded,1,1.0,-268433.05,5.3,2.92,2.38,-17.75
2025-11-21,D0229,liability,deposit,deposit,td_corp,match_funded,395,1.0,-266441.32,4.6208,2.0,2.6208,-7661.88
2025-11-21,D0230,liability,deposit,deposit,td_corp,match_funded,762,1.0,-249629.22,4.3208,2.61,1.7108,-9039.73
2025-11-21,D0232,liability,deposit,deposit,unassigned,match_funded,1,1.0,-124745.87,5.3,3.16,2.14,-7.42
2025-11-21,D0233,liability,deposit,deposit,unassigned,match_funded,1,1.0,-192056.38,5.3,0.75,4.55,-24.27
2025-11-21,D0234,liability,deposit,deposit,unassigned,match_funded,1,1.0,-176094.46,5.3,1.81,3.49,-17.07
2025-11-21,D0235,liability,deposit,deposit,td_corp,match_funded,1076,1.0,-162041.3,4.1028,3.22,0.8828,-4275.5
2025-11-21,D0237,liability,deposit,deposit,td_corp,match_funded,474,1.0,-243458.76,4.555,2.0,2.555,-8190.16
2025-11-21,D0238,liability,deposit,deposit,unassigned,match_funded,1,1.0,-153133.87,5.3,2.78,2.52,-10.72
2025-11-21,D0239,liability,deposit,deposit,unassigned,match_funded,1,1.0,-175977.1,5.3,0.2,5.1,-24.93
2025-11-21,D0240,liability,deposit,deposit,unassigned,match_funded,1,1.0,-285674.38,5.3,2.22,3.08,-24.44
2025-11-21,D0241,liability,deposit,deposit,unassigned,match_funded,1,1.0,-290386.87,5.3,0.54,4.76,-38.4
2025-11-21,D0242,liability,deposit,deposit,unassigned,match_funded,129,1.0,-250057.85,4.985,2.0,2.985,-2674.68
2025-11-21,D0243,liability,deposit,deposit,unassigned,match_funded,918,1.0,-242166.09,4.2125,1.39,2.8225,-17429.6
2025-11-21,D0246,liability,deposit,deposit,unassigned,match_funded,745,1.0,-136410.3,4.3326,1.07,3.2626,-9210.22
2025-11-21,D0247,liability,deposit,deposit,unassigned,match_funded,1,1.0,-278502.76,5.3,0.51,4.79,-37.06
2025-11-21,D0248,liability,deposit,deposit,unassigned,match_funded,1,1.0,-113391.42,5.3,0.85,4.45,-14.02
2025-11-21,D0249,liability,deposit,deposit,unassigned,match_funded,446,1.0,-207468.02,4.5783,1.88,2.6983,-6935.52
2025-11-21,D0250,liability,deposit,deposit,td_corp,match_funded,318,1.0,-224623.97,4.7083,1.69,3.0183,-5988.91
2025-11-21,D0252,liability,deposit,deposit,unassigned,match_funded,1,1.0,-110789.69,5.3,3.31,1.99,-6.12
2025-11-21,D0253,liability,deposit,deposit,unassigned,match_funded,808,1.0,-169933.01,4.2889,0.81,3.4789,-13268.66
2025-11-21,D0254,liability,deposit,deposit,unassigned,match_funded,1,1.0,-246976.07,5.3,1.7,3.6,-24.7
2025-11-21,D0256,liability,deposit,deposit,unassigned,match_funded,1,1.0,-243187.36,5.3,2.19,3.11,-21.01
2025-11-21,D0258,liability,deposit,deposit,td_corp,match_funded,312,1.0,-146338.56,4.7167,0.46,4.2567,-5398.59
2025-11-21,D0259,liability,deposit,deposit,td_corp,match_funded,661,1.0,-287720.45,4.3992,3.02,1.3792,-7285.95
2025-11-21,D0260,liability,deposit,deposit,unassigned,match_funded,326,1.0,-185344.55,4.6972,1.51,3.1872,-5349.43
2025-11-21,D0263,liability,deposit,deposit,unassigned,match_funded,501,1.0,-134921.3,4.5325,1.98,2.5525,-4792.71
2025-11-21,D0264,liability,deposit,deposit,unassigned,match_funded,191,1.0,-159902.22,4.8847,0.09,4.7947,-4067.7
2025-11-21,D0265,liability,deposit,deposit,unassigned,match_funded,989,1.0,-117024.47,4.1632,1.76,2.4032,-7726.08
2025-11-21,D0268,liability,deposit,deposit,unassigned,match_funded,114,1.0,-184116.14,5.01,1.5,3.51,-2046.45
2025-11-21,D0269,liability,deposit,deposit,unassigned,match_funded,107,1.0,-271811.05,5.0217,1.1,3.9217,-3168.25
2025-11-21,D0271,liability,deposit,deposit,unassigned,match_funded,1,1.0,-244971.49,5.3,1.02,4.28,-29.12
2025-11-21,D0273,liability,deposit,deposit,unassigned,match_funded,1,1.0,-200903.93,5.3,1.13,4.17,-23.27
2025-11-21,D0274,liability,deposit,deposit,unassigned,match_funded,364,1.0,-224855.48,4.6467,3.18,1.4667,-3334.52
2025-11-21,D0275,liability,deposit,deposit,unassigned,match_funded,949,1.0,-180716.54,4.191,0.4,3.791,-18059.77
2025-11-21,D0276,liability,deposit,deposit,unassigned,match_funded,1076,1.0,-216618.9,4.1028,2.48,1.6228,-10506.67
2025-11-21,D0279,liability,deposit,deposit,unassigned,match_funded,1050,1.0,-132801.23,4.1208,1.61,2.5108,-9725.38
2025-11-21,D0280,liability,deposit,deposit,unassigned,match_funded,1,1.0,-162056.01,5.3,3.09,2.21,-9.95
2025-11-21,D0281,liability,deposit,deposit,unassigned,match_funded,1,1.0,-263693.63,5.3,2.17,3.13,-22.93
2025-11-21,D0282,liability,deposit,deposit,unassigned,match_funded,1,1.0,-277347.68,5.3,1.04,4.26,-32.82
2025-11-21,D0284,liability,deposit,deposit,unassigned,match_funded,1,1.0,-260237.99,5.3,1.5,3.8,-27.47
2025-11-21,D0285,liability,deposit,deposit,td_corp,match_funded,252,1.0,-168339.88,4.8,2.14,2.66,-3134.49
2025-11-21,D0286,liability,deposit,deposit,td_corp,match_funded,1019,1.0,-191331.53,4.1424,3.46,0.6824,-3695.49
2025-11-21,D0288,liability,deposit,deposit,unassigned,match_funded,505,1.0,-280530.5,4.5292,2.83,1.6992,-6686.59
2025-11-21,D0289,liability,deposit,deposit,unassigned,match_funded,981,1.0,-133783.29,4.1687,0.41,3.7587,-13702.88
2025-11-21,D0290,liability,deposit,deposit,unassigned,match_funded,1,1.0,-249014.77,5.3,2.97,2.33,-16.12
2025-11-21,D0292,liability,deposit,deposit,unassigned,match_funded,1,1.0,-128248.46,5.3,2.54,2.76,-9.83
2025-11-21,D0293,liability,deposit,deposit,td_corp,match_funded,347,1.0,-190751.57,4.6681,0.48,4.1881,-7700.3
2025-11-21,D0294,liability,deposit,deposit,td_corp,match_funded,876,1.0,-166119.29,4.2417,1.62,2.6217,-10597.4
2025-11-21,D0295,liability,deposit,deposit,unassigned,match_funded,675,1.0,-130988.97,4.3875,1.98,2.4075,-5912.92
2025-11-21,D0296,liability,deposit,deposit,unassigned,match_funded,1,1.0,-174162.18,5.3,2.02,3.28,-15.87
2025-11-21,D0299,liability,deposit,deposit,unassigned,match_funded,1,1.0,-193255.96,5.3,2.72,2.58,-13.85
2025-11-21,D0300,liability,deposit,deposit,unassigned,match_funded,1,1.0,-263978.69,5.3,1.09,4.21,-30.87
2025-11-21,D0302,liability,deposit,deposit,unassigned,match_funded,1,1.0,-255821.1,5.3,2.68,2.62,-18.62
2025-11-21,D0303,liability,deposit,deposit,unassigned,match_funded,1,1.0,-164334.88,5.3,2.7,2.6,-11.87
2025-11-21,D0304,liability,deposit,deposit,unassigned,match_funded,1,1.0,-237121.17,5.3,1.9,3.4,-22.39
2025-11-21,D0306,liability,deposit,deposit,unassigned,match_funded,942,1.0,-148124.45,4.1958,2.47,1.7258,-6689.2
2025-11-21,D0307,liability,deposit,deposit,unassigned,match_funded,1,1.0,-264722.22,5.3,2.86,2.44,-17.94
2025-11-21,D0308,liability,deposit,deposit,unassigned,match_funded,1,1.0,-136002.73,5.3,1.63,3.67,-13.86
2025-11-21,D0310,liability,deposit,deposit,unassigned,match_funded,289,1.0,-285045.96,4.7486,2.69,2.0586,-4710.69
2025-11-21,D0311,liability,deposit,deposit,unassigned,match_funded,696,1.0,-181060.61,4.37,2.79,1.58,-5530.8
2025-11-21,D0312,liability,deposit,deposit,unassigned,match_funded,849,1.0,-117942.33,4.2604,1.86,2.4004,-6676.69
2025-11-21,D0316,liability,deposit,deposit,unassigned,match_funded,1,1.0,-282082.93,5.3,1.73,3.57,-27.97
2025-11-21,D0318,liability,deposit,deposit,unassigned,match_funded,1,1.0,-210086.68,5.3,2.51,2.79,-16.28
2025-11-21,D0319,liability,deposit,deposit,unassigned,match_funded,1,1.0,-209026.6,5.3,3.15,2.15,-12.48
2025-11-21,D0320,liability,deposit,deposit,unassigned,match_funded,1,1.0,-126261.56,5.3,2.19,3.11,-10.91
2025-11-21,D0321,liability,deposit,deposit,unassigned,match_funded,1,1.0,-127566.86,5.3,2.95,2.35,-8.33
2025-11-21,D0322,liability,deposit,deposit,unassigned,match_funded,1,1.0,-253315.38,5.3,3.1,2.2,-15.48
2025-11-21,D0323,liability,deposit,deposit,td_corp,match_funded,959,1.0,-131119.19,4.184,2.18,2.004,-6999.81
2025-11-21,D0324,liability,deposit,deposit,unassigned,match_funded,1,1.0,-120253.84,5.3,1.35,3.95,-13.19
2025-11-21,D0325,liability,deposit,deposit,unassigned,match_funded,1,1.0,-250980.02,5.3,1.44,3.86,-26.91
2025-11-21,D0326,liability,deposit,deposit,unassigned,match_funded,1,1.0,-149445.24,5.3,2.56,2.74,-11.37
2025-11-21,D0327,liability,deposit,deposit,unassigned,match_funded,668,1.0,-145055.21,4.3933,0.27,4.1233,-11098.28
2025-11-21,D0329,liability,deposit,deposit,td_corp,match_funded,651,1.0,-233773.54,4.4075,0.59,3.8175,-16138.12
2025-11-21,D0330,liability,deposit,deposit,td_corp,match_funded,998,1.0,-279443.71,4.1569,0.21,3.9469,-30576.19
2025-11-21,D0331,liability,deposit,deposit,unassigned,match_funded,626,1.0,-124319.48,4.4283,2.3,2.1283,-4600.98
2025-11-21,D0332,liability,deposit,deposit,unassigned,match_funded,288,1.0,-215568.96,4.75,1.7,3.05,-5259.88
2025-11-21,D0334,liability,deposit,deposit,unassigned,match_funded,1,1.0,-122674.3,5.3,1.56,3.74,-12.74
2025-11-21,D0339,liability,deposit,deposit,unassigned,match_funded,1,1.0,-125762.38,5.3,0.93,4.37,-15.27
2025-11-21,D0340,liability,deposit,deposit,unassigned,match_funded,1,1.0,-263032.4,5.3,2.37,2.93,-21.41
2025-11-21,D0341,liability,deposit,deposit,unassigned,match_funded,1,1.0,-256055.6,5.3,1.23,4.07,-28.95
2025-11-21,D0342,liability,deposit,deposit,unassigned,match_funded,1,1.0,-131314.46,5.3,2.23,3.07,-11.2
2025-11-21,D0343,liability,deposit,deposit,td_corp,match_funded,985,1.0,-280298.95,4.166,0.89,3.276,-25124.38
2025-11-21,D0346,liability,deposit,deposit,unassigned,match_funded,1,1.0,-187769.1,5.3,1.89,3.41,-17.79
2025-11-21,D0347,liability,deposit,deposit,unassigned,match_funded,1,1.0,-240706.24,5.3,2.72,2.58,-17.25
2025-11-21,D0348,liability,deposit,deposit,td_corp,match_funded,830,1.0,-199213.47,4.2736,1.15,3.1236,-14346.67
2025-11-21,D0351,liability,deposit,deposit,unassigned,match_funded,622,1.0,-173372.66,4.4317,2.66,1.7717,-5307.02
2025-11-21,D0352,liability,deposit,deposit,unassigned,match_funded,815,1.0,-274123.97,4.284,0.14,4.144,-25717.26
2025-11-21,D0353,liability,deposit,deposit,unassigned,match_funded,247,1.0,-159021.95,4.8069,1.37,3.4369,-3749.94
2025-11-21,D0354,liability,deposit,deposit,unassigned,match_funded,925,1.0,-190105.42,4.2076,0.3,3.9076,-19087.46
2025-11-21,D0356,liability,deposit,deposit,unassigned,match_funded,1,1.0,-220655.56,5.3,0.13,5.17,-31.69
2025-11-21,D0357,liability,deposit,deposit,unassigned,match_funded,1,1.0,-221177.27,5.3,0.52,4.78,-29.37
2025-11-21,D0358,liability,deposit,deposit,unassigned,match_funded,1,1.0,-226684.31,5.3,2.45,2.85,-17.95
2025-11-21,D0360,liability,deposit,deposit,unassigned,match_funded,1,1.0,-269484.85,5.3,2.37,2.93,-21.93
2025-11-21,D0362,liability,deposit,deposit,unassigned,match_funded,1,1.0,-124988.68,5.3,2.14,3.16,-10.97
2025-11-21,D0363,liability,deposit,deposit,unassigned,match_funded,1003,1.0,-178656.3,4.1535,1.46,2.6935,-13406.93
2025-11-21,D0365,liability,deposit,deposit,unassigned,match_funded,1,1.0,-225843.59,5.3,3.33,1.97,-12.36
2025-11-21,D0368,liability,deposit,deposit,unassigned,match_funded,1,1.0,-289714.45,5.3,1.17,4.13,-33.24
2025-11-21,D0369,liability,deposit,deposit,td_corp,match_funded,510,1.0,-207851.77,4.525,0.25,4.275,-12588.02
2025-11-21,D0370,liability,deposit,deposit,unassigned,match_funded,436,1.0,-112595.33,4.5867,1.14,3.4467,-4700.06
2025-11-21,D0371,liability,deposit,deposit,unassigned,match_funded,1,1.0,-178562.3,5.3,2.73,2.57,-12.75
2025-11-21,D0373,liability,deposit,deposit,unassigned,match_funded,1,1.0,-196225.26,5.3,0.68,4.62,-25.18
2025-11-21,D0374,liability,deposit,deposit,unassigned,match_funded,1,1.0,-251066.37,5.3,1.61,3.69,-25.73
2025-11-21,D0376,liability,deposit,deposit,unassigned,match_funded,905,1.0,-211849.11,4.2215,0.05,4.1715,-22216.1
2025-11-21,D0377,liability,deposit,deposit,td_corp,match_funded,484,1.0,-167495.29,4.5467,1.15,3.3967,-7648.89
2025-11-21,D0378,liability,deposit,deposit,unassigned,match_funded,1,1.0,-158195.73,5.3,1.46,3.84,-16.87
2025-11-21,D0379,liability,deposit,deposit,unassigned,match_funded,1,1.0,-113782.66,5.3,1.58,3.72,-11.76
2025-11-21,D0382,liability,deposit,deposit,unassigned,match_funded,1,1.0,-256383.13,5.3,0.11,5.19,-36.96
2025-11-21,D0383,liability,deposit,deposit,unassigned,match_funded,1,1.0,-160103.48,5.3,1.27,4.03,-17.92
2025-11-21,D0384,liability,deposit,deposit,unassigned,match_funded,1,1.0,-256013.2,5.3,1.96,3.34,-23.75
2025-11-21,D0386,liability,deposit,deposit,unassigned,match_funded,1055,1.0,-174006.87,4.1174,1.58,2.5374,-12938.94
2025-11-21,D0388,liability,deposit,deposit,unassigned,match_funded,1,1.0,-151348.82,5.3,3.14,2.16,-9.08
2025-11-21,D0392,liability,deposit,deposit,unassigned,match_funded,1,1.0,-206040.32,5.3,1.69,3.61,-20.66
2025-11-21,D0393,liability,deposit,deposit,td_corp,match_funded,388,1.0,-252847.84,4.6267,1.0,3.6267,-9883.17
2025-11-21,D0394,liability,deposit,deposit,unassigned,match_funded,1,1.0,-243001.53,5.3,0.56,4.74,-32.0
